track_id,artist_name,track_name,album_name,album_type,video_title,channel_name,platform,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,mood_category,views,likes,comments,streams,engagement_rate,like_ratio,popularity_score,energy_liveness_ratio,is_licensed,is_official_video
83,Santana,Smooth (feat. Rob Thomas),Supernatural (Legacy Edition),album,Santana - Smooth (Stereo) ft. Rob Thomas,SantanaVEVO,Youtube,0.609,0.923,-3.908,0.0338,0.16,4.73e-06,0.295,0.961,115.996,295.0,Happy/Energetic,310354300,1547211,32884,295287370,0.005091,0.004985,8.72,3.128813559,1,1
84,Morat,506,SI AYER FUERA HOY,album,"Morat, Juanes - 506",MoratVEVO,Spotify,0.543,0.876,-4.889,0.0494,0.00811,0.0,0.338,0.637,142.995,180.6,Happy/Energetic,29332657,483774,10542,57873543,0.016852,0.016493,1.71,2.591715976,1,1
85,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),Ubuntu,album,Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial],Piso 21,Youtube,0.681,0.788,-4.323,0.0785,0.0482,0.0,0.0753,0.839,170.019,220.1,Happy/Energetic,1809603970,3744149,71826,666199160,0.002109,0.002069,19.67,10.46480744,1,1
86,James Horner,"Becoming one of ""The People"" Becoming one with Neytiri",AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,compilation,5. Becoming One Of The People-Becoming One With Neytiri - James Horner HD,AvatarJamesHornerHD,Spotify,0.0993,0.0902,-26.307,0.0428,0.692,0.85,0.0745,0.0382,71.062,463.7,Sad/Mellow,1484681,11589,521,39375575,0.008157,0.007806,1.16,1.210738255,0,0
87,Bebe Rexha,I'm Good (Blue),I'm Good (Blue),single,David Guetta & Bebe Rexha - I'm Good (Blue) [Official Music Video],David Guetta,Spotify,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175.2,Angry/Intense,109498706,1237749,24432,647071452,0.011527,0.011304,19.11,2.601078167,1,1
88,The Clash,I Fought the Law,The Cost of Living - EP,single,The Clash - I Fought the Law (Official Video),theclashVEVO,Spotify,0.526,0.9,-6.815,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,163.2,Happy/Energetic,25611328,177295,5569,93642837,0.00714,0.006923,2.77,6.428571429,1,1
89,Tulsi Kumar,"Tum Jo Aaye (From ""Once Upon A Time In Mumbaai"")",Mesmeric Vocalzz - Tulsi Kumar,album,"Lyrical:Tum Jo Aaye |Once Upon A Time In Mumbai| Ajay Devgn,Rahat Fateh Ali Khan,Tulsi Kumar, Pritam",T-Series,Youtube,0.574,0.841,-4.449,0.0951,0.399,1.04e-06,0.205,0.926,83.706,286.4,Happy/Energetic,196141948,1234218,18518,32250068,0.006387,0.006292,0.95,4.102439024,1,1
90,Mika Singh,Hawa Hawa,"Hawa Hawa (From ""Mubarakan"")",single,"""Hawa Hawa"" (Full Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D’Cruz, Athiya Shetty",T-Series,Youtube,0.825,0.798,-3.792,0.321,0.361,0.0,0.194,0.596,137.981,272.3,Happy/Energetic,351927226,1237467,36604,10911157,0.00362,0.003516,0.32,4.113402062,1,1
91,Ariana Grande,boyfriend (with Social House),boyfriend,single,"Ariana Grande, Social House - boyfriend (Official Video)",ArianaGrandeVevo,Spotify,0.4,0.795,-3.731,0.461,0.119,0.0,0.159,0.702,190.097,186.1,Happy/Energetic,228625585,4175248,146181,624023819,0.018902,0.018262,18.43,5.0,1,1
92,Christina Perri,here comes the sun,songs for rosie,album,christina perri - here comes the sun [visualizer],Christina Perri,Spotify,0.699,0.0757,-13.588,0.0353,0.985,0.00991,0.113,0.472,106.93,167.3,Sad/Mellow,314222,6605,290,9688003,0.021943,0.02102,0.29,0.669911504,1,1
93,John Newman,Love Me Again,Tribute,album,John Newman - Love Me Again,JohnNewmanVEVO,Youtube,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,239.9,Angry/Intense,952484189,6029802,186465,541876450,0.006526,0.006331,16.0,8.67961165,1,1
94,Burl Ives,Santa Claus Is Coming To Town,Have A Holly Jolly Christmas,album,"Burl Ives ""Santa Claus Is Coming To Town"" (Official Visualizer)",Christmas Music,Spotify,0.722,0.259,-13.114,0.0721,0.812,0.0,0.128,0.571,81.006,129.5,Calm/Positive,12979,98,2,2650330,0.007705,0.007551,0.08,2.0234375,0,0
95,The Black Keys,Heavy Soul,The Big Come Up,album,The Black Keys - Heavy Soul,Houdini116,Spotify,0.432,0.617,-3.125,0.049,0.53,0.00553,0.122,0.873,98.326,128.9,Happy/Energetic,3986631,22736,502,17674653,0.005829,0.005703,0.52,5.057377049,0,0
96,Mötley Crüe,Wild Side,"Girls, Girls, Girls (Deluxe Version)",album,Mötley Crüe - Wild Side (Official Music Video),MotleyCrueVEVO,Spotify,0.596,0.896,-4.635,0.0383,0.00761,0.000595,0.372,0.457,115.093,282.0,Angry/Intense,32312662,145269,6429,92688735,0.004695,0.004496,2.74,2.408602151,1,1
97,Becky G,Mayores,MALA SANTA,album,"Becky G, Bad Bunny - Mayores (Official Video)",BeckyGVEVO,Youtube,0.745,0.836,-4.336,0.0444,0.145,0.00314,0.116,0.874,96.993,203.2,Happy/Energetic,2248375030,7856227,319541,612105921,0.003636,0.003494,18.07,7.206896552,1,1
98,Andrés Calamaro,Hong Kong,El Madrileño,album,"C. Tangana, Andrés Calamaro - Hong Kong (Video Oficial)",CTanganaVEVO,Spotify,0.649,0.376,-7.528,0.039,0.0626,2.72e-05,0.0911,0.434,97.848,203.5,Sad/Mellow,8464880,128106,3727,26421597,0.015574,0.015134,0.78,4.127332602,1,1
99,Pinguini Tattici Nucleari,Pastello Bianco,AHIA!,album,Pinguini Tattici Nucleari - Pastello Bianco (Amazon Original - Official Video),Pinguini Tattici Nucleari,Spotify,0.546,0.652,-3.852,0.0339,0.451,0.0,0.123,0.378,139.875,236.4,Angry/Intense,311187,9382,212,87512190,0.03083,0.030149,2.58,5.300813008,0,1
100,GIMS,Hola Señorita,Hola Señorita,single,"GIMS, Maluma - Hola Señorita (Maria) [Official Video]",Maluma,Youtube,0.588,0.796,-3.945,0.262,0.386,0.0,0.198,0.546,192.128,206.9,Happy/Energetic,541052860,3426354,68350,167679559,0.006459,0.006333,4.95,4.02020202,1,1
101,Gucci Mane,Letter to Takeoff,So Icy Boyz: The Finale,album,Gucci Mane - Letter to Takeoff [Official Music Video],Gucci Mane,Youtube,0.808,0.478,-8.63,0.381,0.375,0.0,0.0761,0.335,140.958,217.9,Sad/Mellow,7600220,322235,14989,6912028,0.04437,0.042398,0.2,6.281208936,1,1
102,Thundercat,Funny Thing,It Is What It Is,album,Thundercat - Funny Thing (Music Video),guardi,Spotify,0.586,0.893,-8.772,0.439,0.827,0.642,0.212,0.65,140.023,116.6,Happy/Energetic,3909393,120866,3106,151408230,0.031711,0.030917,4.47,4.212264151,0,0
103,Chris Young,I'm Comin' Over,I'm Comin' Over,album,Chris Young - I'm Comin' Over,ChrisYoungVEVO,Spotify,0.575,0.845,-3.838,0.035,0.0282,0.0,0.0814,0.376,127.997,197.3,Angry/Intense,94857219,407264,7000,216294092,0.004367,0.004293,6.39,10.38083538,1,1
104,11:11 Music Group,after dark x sweater weather,after dark x sweater weather (slowed and reverb),single,After Dark x Sweater Weather,11:11 Music Group,Spotify,0.571,0.468,-11.423,0.0371,0.0107,0.0721,0.108,0.0307,140.034,290.6,Sad/Mellow,1566827,48283,1110,26810637,0.031524,0.030816,0.79,4.333333333,0,1
105,Carlos Vives,La Gota Fria,Clasicos de la Provincia,album,Carlos Vives - La Gota Fría (Oficial) (1993),Carlos Vives,Spotify,0.718,0.809,-10.201,0.0511,0.0893,0.0,0.183,0.964,100.848,215.5,Happy/Energetic,65327830,245725,8396,98950782,0.00389,0.003761,2.92,4.420765027,0,1
106,Lee Brice,I Don't Dance,I Don't Dance (Deluxe Edition),album,Lee Brice - I Don't Dance (Official Music Video),Lee Brice,Spotify,0.587,0.559,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221.2,Angry/Intense,48568444,244884,3729,215123726,0.005119,0.005042,6.35,5.635080645,1,1
107,Weezer,Hash Pipe,Weezer (Green Album),album,Weezer - Hash Pipe (Revised),WeezerVEVO,Spotify,0.578,0.882,-6.354,0.044,0.000121,0.479,0.284,0.623,125.603,186.5,Happy/Energetic,25910545,142739,5832,109105631,0.005734,0.005509,3.22,3.105633803,1,1
108,Meek Mill,Dreams and Nightmares,Dreams and Nightmares (Deluxe Edition),album,Meek Mill -Dreams And Nightmares (Intro),Meek Mill,Spotify,0.631,0.774,-2.459,0.3,0.468,0.0,0.281,0.44,79.745,230.7,Angry/Intense,90243072,705839,21479,280539757,0.00806,0.007822,8.28,2.754448399,0,1
109,Carlos Vives,Nota de Amor (feat. Daddy Yankee),Los Vaqueros: La Trilogía,album,"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee",wisinofficalVEVO,Youtube,0.806,0.929,-3.017,0.121,0.263,0.0,0.0622,0.602,97.99,232.4,Happy/Energetic,698259076,1928999,43155,186724705,0.002824,0.002763,5.51,14.93569132,1,1
110,Sara Bareilles,Orpheus,Amidst the Chaos (Bonus Version),album,Sara Bareilles - Orpheus (Official Audio),SaraBareillesVEVO,Spotify,0.609,0.484,-7.94,0.0269,0.484,6.08e-05,0.0992,0.367,80.365,253.4,Sad/Mellow,1062620,8015,396,18467079,0.007915,0.007543,0.55,4.879032258,1,1
111,Labrinth,Mount Everest,Imagination & the Misfit Kid,album,Labrinth - Mount Everest (Official Video),LabrinthVEVO,Spotify,0.494,0.428,-7.239,0.205,0.236,0.0698,0.0816,0.44,87.724,157.5,Sad/Mellow,13434090,455028,4306,375539524,0.034192,0.033871,11.09,5.245098039,1,1
112,Zoé,Nada,Archivos Vol. 2: Duetos,album,Zoe (Mexican Group) - Nada,ZoeVEVO,Spotify,0.611,0.81,-5.993,0.0263,0.132,0.0459,0.189,0.549,132.965,260.8,Happy/Energetic,62280075,174846,9665,108456752,0.002963,0.002807,3.2,4.285714286,1,1
113,Los Huracanes del Norte,Mi Complemento,Mi Complemento,album,Los Huracanes Del Norte - Mi Complemento [Video Oficial],GMusicMx,Spotify,0.546,0.309,-17.473,0.0892,0.0407,0.0,0.0651,0.624,157.008,201.7,Calm/Positive,68704,774,8,60765126,0.011382,0.011266,1.79,4.746543779,1,1
114,Banda Cuisillos,Acuérdate De Mi,Acuérdate de Mi,album,@CuisillosOficial - Acuérdate De Mí (Video Oficial),CuisillosOficial,Spotify,0.579,0.661,-7.51,0.0801,0.295,0.000364,0.338,0.629,78.947,232.3,Happy/Energetic,9729957,31736,693,17806164,0.003333,0.003262,0.53,1.955621302,0,1
115,Cream,Crossroads - Live,Wheels Of Fire,album,CREAM Crossroads 1968,Antonio Cuevas,Spotify,0.391,0.756,-11.317,0.0648,0.413,0.0418,0.879,0.839,131.648,258.5,Happy/Energetic,5943041,57773,5602,58745158,0.010664,0.009721,1.73,0.860068259,0,0
116,Fonseca,Ven,Agustín,album,Fonseca - Ven (Video Oficial) | Agustín,Fonseca,Youtube,0.391,0.386,-6.271,0.0313,0.797,1.05e-06,0.164,0.353,83.808,248.5,Sad/Mellow,43686179,186733,4228,43475543,0.004371,0.004274,1.28,2.353658537,1,1
117,Sujatha,Chakku Chakku Vaththikuchi,Asuran (Original Motion Picture Soundtrack),single,Chakku Chakku Vathikuchi | Asuran Movie Video Songs | Roja | Adithyan | Superhit Old Tamil Songs,NH Tamil Songs,Youtube,0.686,0.54,-20.198,0.404,0.0815,0.00195,0.204,0.773,192.128,269.0,Happy/Energetic,7595652,130993,5059,4436212,0.017912,0.017246,0.13,2.647058824,1,1
118,Wu-Tang Clan,"Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)",The Essential Wu-Tang Clan,album,Wu-Tang Clan - Gravel Pit (Official Video),WuTangClanVEVO,Spotify,0.785,0.728,-7.364,0.254,0.278,0.0,0.137,0.533,120.952,244.2,Happy/Energetic,41121912,215994,6017,85411926,0.005399,0.005253,2.52,5.313868613,1,1
119,Eazy-E,No More ?'s,Eazy-Duz-It,album,Eazy E - No More Question's,TehRapChannel,Spotify,0.935,0.805,-4.782,0.225,0.0143,1.53e-06,0.298,0.624,105.641,234.4,Happy/Energetic,11589915,208836,6780,77289104,0.018604,0.018019,2.28,2.701342282,0,0
120,George Benson,Since I Fell For You,Guitar Man,album,? George Benson - Since I fell for you,LazarusJazz1,Spotify,0.467,0.108,-12.753,0.0347,0.952,1.61e-06,0.11,0.242,92.82,178.4,Sad/Mellow,204178,1158,45,16631075,0.005892,0.005672,0.49,0.981818182,0,0
121,Bomba Estéreo,Playa Grande,Playa Grande,single,SOFI TUKKER & Bomba Este?reo - Playa Grande (Official Video) [Ultra Music],Ultra Records,Spotify,0.61,0.882,-4.393,0.0331,0.0262,0.00146,0.245,0.555,120.032,201.3,Happy/Energetic,8944792,99982,1908,22939482,0.011391,0.011178,0.68,3.6,1,1
122,Foo Fighters,The Pretender,"Echoes, Silence, Patience & Grace",album,Foo Fighters - The Pretender,foofightersVEVO,Spotify,0.433,0.959,-4.04,0.0431,0.000917,0.0,0.028,0.365,172.984,269.4,Angry/Intense,526702459,2489533,87678,589718293,0.004893,0.004727,17.41,34.25,1,1
123,Camila Cabello,South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,album,Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B) [Official Music Video],Ed Sheeran,Spotify,0.857,0.621,-6.376,0.0825,0.148,0.0,0.0865,0.668,97.989,204.5,Happy/Energetic,238926116,2224915,52737,670643659,0.009533,0.009312,19.8,7.179190751,1,1
124,MC Hariel,Invencível,Invencível,single,Invencível - MC Daniel e MC Hariel (GR6 Explode),GR6 EXPLODE,Youtube,0.554,0.66,-5.677,0.2,0.416,0.0,0.372,0.632,91.434,212.5,Happy/Energetic,7562333,167610,59911,4268584,0.030086,0.022164,0.13,1.774193548,1,1
125,The Black Keys,Your Touch,Magic Potion,album,The Black Keys - Your Touch [Official Music Video],The Black Keys,Spotify,0.532,0.768,-8.698,0.0551,0.8,2.01e-05,0.377,0.698,116.026,162.6,Happy/Energetic,6530418,27353,1180,35985746,0.004369,0.004189,1.06,2.037135279,1,1
126,Mc Kevin,Pandemia,Fênix,album,MC Kevin - Pandemia (Álbum Fênix) Perera DJ,4M Original,Spotify,0.664,0.423,-7.966,0.563,0.733,2.1e-05,0.0715,0.382,145.044,139.6,Sad/Mellow,17447466,201401,1976,19761334,0.011657,0.011543,0.58,5.916083916,1,1
127,Vacations,Telephones,Changes,album,Vacations - Telephones,VACATIONS,Spotify,0.526,0.447,-9.268,0.0274,0.00283,0.0301,0.109,0.183,74.995,212.4,Sad/Mellow,9371271,125650,1358,162447652,0.013553,0.013408,4.8,4.100917431,0,0
128,Los Inquietos Del Norte,Mi Amigo el de Arriba,La Gritera,album,Los Inquietos Del Norte - Mi Amigo El De Arriba (Video Oficial),Inquietos del Norte,Youtube,0.721,0.801,-7.058,0.0648,0.417,1.31e-06,0.0739,0.649,122.327,146.5,Happy/Energetic,288617929,1085093,21347,62908755,0.003834,0.00376,1.86,10.83897158,1,1
129,Carla Morrison,Eres Tú,Déjenme Llorar,album,Carla Morrison - Eres Tú [Video Oficial],Carla Morrison,Spotify,0.603,0.31,-10.843,0.0447,0.793,0.0,0.108,0.48,188.155,228.3,Sad/Mellow,50026347,245773,9299,153771619,0.005099,0.004913,4.54,2.87037037,1,1
130,Sonu Nigam,Tumse Milke Dil Ka,Main Hoon Na,album,Tumse Milke Dilka Jo Haal [Full Song] | Main Hoon Na | Shahrukh Khan,T-Series,Youtube,0.853,0.745,-8.636,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,359.3,Happy/Energetic,158580261,1310735,24260,30651817,0.008418,0.008265,0.91,27.18978102,1,1
131,Héctor Lavoe,Juanito Alimaña,Vigilante,album,Hector Lavoe - Juanito Alimaña (Official video),The Magic Hand,Spotify,0.688,0.795,-4.537,0.0415,0.76,8.01e-06,0.0484,0.921,90.698,457.0,Happy/Energetic,366685,3212,92,36688539,0.00901,0.00876,1.08,16.42561983,0,0
132,Leon James,"Haiyo Haiyo (From ""Oh My Kadavule"")","Haiyo Haiyo (From ""Oh My Kadavule"")",single,"Oh My Kadavule - Haiyo Haiyo Video | Ashok Selvan, Vani Bhojan | Leon James",SonyMusicSouthVEVO,Spotify,0.872,0.757,-4.805,0.0782,0.347,0.0,0.0483,0.849,123.007,209.0,Happy/Energetic,2215255,36167,490,4943735,0.016548,0.016326,0.15,15.67287785,1,1
133,MNEK,Never Forget You,So Good,album,"Zara Larsson, MNEK - Never Forget You",ZaraLarssonMusicVEVO,Spotify,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213.4,Angry/Intense,519338846,3755899,100424,877421698,0.007425,0.007232,25.91,2.721189591,1,1
134,Tayc,Comme toi,Fleur froide,album,Tayc - Comme toi (Clip Officiel),Tayc,Spotify,0.469,0.629,-8.423,0.0803,0.276,0.0109,0.111,0.169,106.389,175.4,Angry/Intense,30914047,256969,5897,34812245,0.008503,0.008312,1.03,5.666666667,1,1
135,Playero,Old School Remix,"Playero Greatest Hits Street Mix, Vol. 2",compilation,Old School y Playero Mix,Chris Zelayandia,Spotify,0.759,0.893,-5.141,0.0824,0.0032,8.96e-06,0.854,0.837,106.627,281.4,Happy/Energetic,97931,686,22,251339,0.00723,0.007005,0.01,1.045667447,0,0
136,Yeat,Talk,Lyfë,album,Talk [Official Audio],Yeat Music,Spotify,0.698,0.763,-4.716,0.205,0.0873,0.0,0.647,0.252,139.939,174.9,Angry/Intense,9462683,183784,7567,81003862,0.020222,0.019422,2.39,1.179289026,0,0
137,Prashant Katheriya,Teri Nazar Mein - Unplugged,The Ocean Of Memories (Unplugged),single,0,0,Spotify,0.449,0.298,-7.285,0.0328,0.914,0.000153,0.101,0.715,128.593,115.0,Calm/Positive,0,0,0,1104956,0.0,0.0,0.03,2.95049505,0,0
138,I Prevail,There’s Fear In Letting Go,TRUE POWER,album,I Prevail - There's Fear In Letting Go (Official Music Video),IPrevailBand,Spotify,0.492,0.869,-6.403,0.0673,0.000879,0.00185,0.588,0.136,123.118,234.9,Angry/Intense,2539270,69085,2229,9267886,0.028084,0.027207,0.27,1.477891156,0,0
139,Banda Pequeños Musical,La nena,25 Bandazos de Pequeños Musical (Vol. 1) [USA],album,LA NENA - BANDA PEQUEÑOS MUSICAL,Romantico Incurable,Spotify,0.71,0.831,-7.939,0.0608,0.199,0.0,0.0248,0.961,157.369,174.1,Happy/Energetic,13214943,56498,763,23516010,0.004333,0.004275,0.69,33.50806452,0,0
140,Abhijeet,Husn Hai Suhana,Coolie No.1 (Original Motion Picture Soundtrack),album,Husn Hai Suhana | Coolie No. 1 | Govinda & Karisma Kapoor | Abhijeet & Chandana Dixit | 90's Hits,Tips Official,Youtube,0.741,0.884,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,358.3,Happy/Energetic,52624250,360309,9807,5674882,0.007033,0.006847,0.17,4.18957346,1,1
141,A Day To Remember,Mr. Highway's Thinking About The End,Homesick,album,A Day To Remember - Mr. Highway's Thinking About The End,ADayToRememberVEVO,Spotify,0.301,0.916,-6.218,0.0919,0.000132,1.84e-05,0.293,0.451,150.091,255.8,Angry/Intense,18010050,216873,9726,54279967,0.012582,0.012042,1.6,3.126279863,1,1
142,RAF Camora,Diamant,Palmen aus Plastik 3,album,Diamant,Bonez MC - Topic,Spotify,0.816,0.588,-7.149,0.273,0.431,0.000215,0.0709,0.219,102.982,137.5,Angry/Intense,1540596,13305,0,16057260,0.008636,0.008636,0.47,8.293370945,1,1
143,Jaymes Young,What Is Love,What Is Love,single,Jaymes Young - What Is Love [Official Audio],Jaymes Young,Spotify,0.466,0.278,-10.318,0.0265,0.85,1.08e-05,0.13,0.123,98.391,208.7,Sad/Mellow,3839119,101165,1326,32800627,0.026696,0.026351,0.97,2.138461538,1,1
144,Rocío Dúrcal,Como Tu Mujer,Como Tu Mujer,album,"ROCI?O DURCAL ""COMO TU MUJER""",YouMoreTv - Espectáculo,Spotify,0.638,0.528,-8.786,0.0234,0.222,2.43e-05,0.076,0.613,96.053,262.7,Happy/Energetic,65416668,195999,7109,116027878,0.003105,0.002996,3.43,6.947368421,0,0
145,Christian Nodal,La Sinvergüenza,La Sinvergüenza,single,"Christian Nodal, Banda MS de Sergio Lizárraga - La Sinvergüenza",ChristianNodalVEVO,Spotify,0.704,0.482,-5.352,0.0349,0.211,0.0,0.3,0.604,102.01,198.5,Calm/Positive,121169170,542348,11111,167661438,0.004568,0.004476,4.95,1.606666667,1,1
146,Ruger,Red Flags,Red Flags,single,Ruger - Red Flags (Official Video),RugerVEVO,Youtube,0.665,0.698,-6.852,0.226,0.193,1.02e-06,0.11,0.643,98.603,175.3,Happy/Energetic,6231266,102692,3257,4004229,0.017003,0.01648,0.12,6.345454545,1,1
147,Robin Schulz,Love Tonight (Robin Schulz Remix),Love Tonight (Robin Schulz Remix),single,Shouse - Love Tonight (Robin Schulz Remix),SHOUSE,Spotify,0.52,0.785,-7.816,0.0764,0.0319,0.000373,0.392,0.225,122.935,184.8,Angry/Intense,3150189,39676,195,64807738,0.012657,0.012595,1.91,2.00255102,1,1
148,Shankar-Ehsaan-Loy,Ishq Di Baajiyaan,Soorma (Original Motion Picture Soundtrack),single,"Ishq Di Baajiyaan Full Video - Soorma|Diljit Dosanjh, Taapsee|Shankar Ehsaan Loy|Gulzar",SonyMusicIndiaVEVO,Youtube,0.722,0.609,-7.218,0.0473,0.0233,0.000247,0.113,0.807,154.967,287.1,Happy/Energetic,16121069,192628,2330,11171684,0.012093,0.011949,0.33,5.389380531,1,1
149,TOOL,Schism,Lateralus,album,TOOL - Schism,TOOLVEVO,Spotify,0.567,0.714,-8.512,0.0302,0.0012,0.417,0.186,0.191,107.441,403.5,Angry/Intense,45484337,340669,13497,102043318,0.007787,0.00749,3.01,3.838709677,1,1
150,The Strokes,The Adults Are Talking,The New Abnormal,album,The Strokes - The Adults Are Talking (Official Video),thestrokesVEVO,Spotify,0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,0.649,164.959,309.1,Happy/Energetic,24138715,387018,12782,260167135,0.016563,0.016033,7.68,2.385350318,1,1
151,Lizzo,About Damn Time - Purple Disco Machine Remix,About Damn Time (Purple Disco Machine Remix),single,Lizzo - About Damn Time (Purple Disco Machine Remix) [Official Audio],Lizzo Music,Spotify,0.8,0.771,-6.638,0.123,0.0531,0.0,0.229,0.886,118.991,218.5,Happy/Energetic,729791,15343,340,19225736,0.02149,0.021024,0.57,3.366812227,1,1
152,Bread,Lost Without Your Love,Lost Without Your Love,album,Lost Without Your Love by BREAD,binoehubilla,Spotify,0.266,0.345,-11.484,0.0309,0.376,1.9e-05,0.103,0.199,145.98,176.9,Sad/Mellow,3912966,29946,1727,30351766,0.008094,0.007653,0.9,3.349514563,0,0
153,I Prevail,Feel Something (With I Prevail),Feel Something (With I Prevail),single,"ILLENIUM, Excision, I Prevail - Feel Something (Lyric Video)",IlleniumVEVO,Spotify,0.428,0.877,-4.722,0.0835,0.00153,0.00372,0.0943,0.113,75.518,221.0,Angry/Intense,10800067,213596,4885,45716722,0.02023,0.019777,1.35,9.300106045,1,1
154,Laura Pausini,Víveme,Escucha,album,Laura Pausini - Víveme (Official Video),Warner Music Italy,Youtube,0.578,0.524,-4.447,0.0322,0.186,0.0,0.126,0.196,135.739,236.6,Angry/Intense,131667727,556049,15242,101734132,0.004339,0.004223,3.0,4.158730159,1,1
155,Michael Giacchino,Mission: Impossible Theme,Mission: Impossible III (Music From The Original Motion Picture Soundtrack),album,Mission Impossible III - Michael Giacchino - Schifrin And Variations,mollemania,Spotify,0.299,0.571,-8.949,0.0395,0.318,0.137,0.0452,0.764,89.642,51.8,Happy/Energetic,796164,3867,149,25985235,0.005044,0.004857,0.77,12.63274336,0,0
156,Alfredo Olivas,Antecedentes De Culpa,La Rueda De La Fortuna,album,Alfredo Olivas - Antecedentes De Culpa,AlfredoOlivasVEVO,Youtube,0.664,0.788,-4.607,0.124,0.27,0.0,0.289,0.876,150.04,195.5,Happy/Energetic,179377528,319988,2344,70543497,0.001797,0.001784,2.08,2.726643599,1,1
157,Jorge Drexler,Inoportuna,12 segundos de oscuridad,album,Inoportuna,Jorge Drexler - Topic,Spotify,0.749,0.423,-9.239,0.0302,0.651,0.00116,0.145,0.507,78.005,164.9,Calm/Positive,1388099,7868,19,17278629,0.005682,0.005668,0.51,2.917241379,1,1
158,Tulus,Interaksi,Manusia,album,TULUS - Interaksi (Official Lyric Video),Tulus,Spotify,0.464,0.344,-8.302,0.033,0.778,1.23e-06,0.132,0.751,177.713,170.0,Calm/Positive,31425658,180184,2043,63782772,0.005799,0.005734,1.88,2.606060606,1,1
159,Turma do Pagode,Sua Mãe Vai Me Amar,Sua Mãe Vai Me Amar,single,Turma do Pagode - Sua Mãe Vai Me Amar (Clipe Oficial),TurmadoPagodeVEVO,Spotify,0.571,0.816,-6.011,0.0374,0.4,0.0,0.808,0.942,163.941,183.8,Happy/Energetic,51712657,429535,3084,123274005,0.008366,0.008306,3.64,1.00990099,1,1
