track_id,artist_name,track_name,album_name,album_type,video_title,channel_name,platform,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,mood_category,views,likes,comments,streams,engagement_rate,like_ratio,popularity_score,energy_liveness_ratio,is_licensed,is_official_video
946,Farruko,Patio de la Cárcel - Tangos,Quejíos de un Maleante,album,"Omar Montes, Farruko - Patio de la Cárcel (Tangos - Official Video)",OmarMontesVEVO,Spotify,0.788,0.814,-3.822,0.217,0.562,0.0,0.208,0.665,97.982,202.1,Happy/Energetic,10487689,86026,1945,13182610,0.008388,0.008203,0.39,3.913461538,1,1
947,Audioslave,Gasoline,Audioslave,album,Gasoline - Audioslave,TheTrella,Spotify,0.379,0.716,-4.312,0.0326,0.000272,0.00123,0.0786,0.239,92.721,279.3,Angry/Intense,509011,2661,145,58014895,0.005513,0.005228,1.71,9.109414758,0,0
948,Luísa Sonza,MODO TURBO,DOCE 22,album,"Luísa Sonza, Pabllo Vittar, Anitta - MODO TURBO (Clipe Oficial)",Luísa Sonza,Youtube,0.655,0.726,-7.628,0.0796,0.334,3.13e-06,0.232,0.766,160.064,150.3,Happy/Energetic,210949823,3158628,242001,143624079,0.016121,0.014973,4.24,3.129310345,0,1
949,Franz Liszt,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",Liszt: Scherzo and March / 3 Liebestraume / Berceuse,album,"Franz Liszt, Liebestraume, S541/R211: No. 3. Nocturne in A flat major",naxosinstrumental,Spotify,0.343,0.0342,-25.591,0.0406,0.991,0.92,0.1,0.0378,60.228,270.0,Sad/Mellow,18671,325,7,57842891,0.017782,0.017407,1.71,0.342,0,0
950,Empire of the Sun,Alive,Ice On The Dune,album,Empire Of The Sun - Alive (Official Video),empireofthesunvevo,Spotify,0.524,0.885,-3.079,0.037,0.0997,0.0,0.0708,0.395,119.954,204.6,Angry/Intense,101306823,695289,26628,184276611,0.007126,0.006863,5.44,12.5,1,1
951,Popcaan,Silence,Forever,album,Popcaan - Silence (Official Video),Popcaan,Youtube,0.547,0.558,-6.745,0.309,0.112,0.0,0.112,0.422,93.872,215.8,Angry/Intense,44950551,278543,5950,22259505,0.006329,0.006197,0.66,4.982142857,0,1
952,Måneskin,SUPERMODEL,RUSH!,album,Måneskin - SUPERMODEL (Official Video),ManeskinVEVO,Spotify,0.634,0.877,-3.413,0.055,0.00159,0.0,0.119,0.801,120.965,148.1,Happy/Energetic,26143901,424991,8781,174442960,0.016592,0.016256,5.15,7.369747899,1,1
953,Leon Bridges,Texas Sun,Texas Sun,single,Khruangbin & Leon Bridges - Texas Sun (Official Video),Dead Oceans,Spotify,0.636,0.634,-10.01,0.0342,0.0364,0.147,0.0998,0.599,111.563,252.8,Happy/Energetic,2898735,42733,1020,155861647,0.015094,0.014742,4.6,6.352705411,1,1
954,Ivete Sangalo,Se Saia - Ao Vivo,Chega Mais (Ao Vivo),single,Ivete Sangalo - Se Saia (Ao Vivo Em Salvador / 2023),Ivete Sangalo,Spotify,0.684,0.894,-5.448,0.0828,0.0146,1.4e-05,0.103,0.913,137.001,215.9,Happy/Energetic,65690,3038,511,184188,0.054026,0.046248,0.01,8.67961165,0,1
955,Rionegro & Solimões,Bão Pra Eu Aprender - Ao Vivo,Bão Pra Eu Aprender (Ao Vivo),single,Rionegro & Solimões - Arruma Essa Casa [DVD Deus Abençoou],Rionegro e Solimões,Youtube,0.716,0.723,-4.845,0.0298,0.0793,0.0,0.517,0.685,115.077,173.9,Happy/Energetic,9832163,48433,1181,1277064,0.005046,0.004926,0.04,1.398452611,1,1
956,Danna Paola,Idiota,¿A Dónde Vamos?,album,"Morat, Danna Paola - Idiota",MoratVEVO,Spotify,0.484,0.58,-6.557,0.256,0.354,0.0,0.374,0.597,160.138,183.7,Happy/Energetic,51928447,590275,24223,131251688,0.011834,0.011367,3.88,1.550802139,1,1
957,Dadju,Par amour,Gentleman 2.0,album,Dadju - Par amour - ft: Maître Gims -(paroles),Magical lyrics,Spotify,0.566,0.653,-6.349,0.0873,0.51,0.0,0.117,0.72,120.056,197.1,Happy/Energetic,1225790,15335,99,49934957,0.012591,0.01251,1.47,5.581196581,0,0
958,Piso 21,Felices Perdidos,777,album,Piso 21 & Danny Ocean - Felices Perdidos (Video Oficial),Piso 21,Spotify,0.804,0.793,-2.778,0.0777,0.133,0.0,0.136,0.454,84.004,209.3,Angry/Intense,12079919,84392,1092,18766436,0.007077,0.006986,0.55,5.830882353,1,1
959,Silk Sonic,Leave The Door Open,An Evening With Silk Sonic,album,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]",Bruno Mars,Spotify,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088,242.1,Happy/Energetic,637673269,6925306,193397,1006100004,0.011164,0.01086,29.71,6.645091694,1,1
960,Chris Stapleton,Parachute,Traveller,album,Chris Stapleton - Parachute,Maciej Zygmuntowski,Spotify,0.642,0.762,-7.411,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253.2,Happy/Energetic,22301163,83206,1592,216589343,0.003802,0.003731,6.4,4.186813187,0,0
961,Tiziano Ferro,No Me Lo Puedo Explicar,TZN -The Best Of Tiziano Ferro (Spanish Edition),compilation,Tiziano Ferro - No Me Lo Puedo Explicar (Oficial Vídeo) [HD],elcoronelGOD,Spotify,0.6,0.458,-6.81,0.0359,0.63,0.0,0.149,0.228,145.984,240.9,Sad/Mellow,4402895,30618,978,27595574,0.007176,0.006954,0.81,3.073825503,0,0
962,Paul Simon,Late in the Evening,One-Trick Pony,album,Paul Simon - Late in the Evening (Official Video),PaulSimonVEVO,Spotify,0.72,0.88,-8.988,0.0406,0.199,0.0246,0.0865,0.961,118.623,242.7,Happy/Energetic,1326004,8549,440,40408098,0.006779,0.006447,1.19,10.1734104,1,1
963,Juice WRLD,Face 2 Face,Face 2 Face,single,Juice WRLD - Face 2 Face (Official Music Video),Juice WRLD,Spotify,0.711,0.72,-4.532,0.0308,0.0948,0.0,0.101,0.437,155.997,124.6,Angry/Intense,4737346,254030,15724,27851004,0.056942,0.053623,0.82,7.128712871,0,1
964,Godsmack,Under Your Scars,When Legends Rise,album,"""Under Your Scars"" - Godsmack",Godsmack,Youtube,0.252,0.764,-4.153,0.0402,0.0568,1.77e-06,0.122,0.219,165.358,231.1,Angry/Intense,84001396,499711,16852,50335444,0.006149,0.005949,1.49,6.262295082,1,1
965,Eyedress,Let's Skip to the Wedding,Let's Skip to the Wedding,album,EYEDRESS - LET'S SKIP TO THE WEDDING (OFFICIAL VIDEO),EYEDRESS,Spotify,0.454,0.966,-6.972,0.0441,0.0213,0.034,0.058,0.643,148.21,98.2,Happy/Energetic,629343,27511,473,9722368,0.044465,0.043714,0.29,16.65517241,0,1
966,"Earth, Wind & Fire",Beijo (Interlude),All 'N All,album,"Earth, Wind & Fire - September (Official HD Video)",EarthWindandFireVEVO,Youtube,0.841,0.752,-11.165,0.0898,0.248,0.0068,0.105,0.549,112.362,80.1,Happy/Energetic,641407658,4804872,305112,8234500,0.007967,0.007491,0.24,7.161904762,1,1
967,Kane Brown,Good as You,Experiment Extended,album,Kane Brown - Good as You (Official Music Video),KaneBrownVEVO,Spotify,0.626,0.516,-6.05,0.0388,0.4,0.0,0.142,0.769,153.653,192.1,Happy/Energetic,96532963,512614,6091,171707346,0.005373,0.00531,5.07,3.633802817,1,1
968,Jon Pardi,Night Shift,California Sunrise,album,Jon Pardi - Night Shift (Official Music Video),JonPardiVEVO,Spotify,0.63,0.754,-3.564,0.0284,0.0963,0.0,0.268,0.73,95.999,172.3,Happy/Energetic,45692989,164070,2641,231561346,0.003649,0.003591,6.84,2.813432836,1,1
969,Plan B,Frikitona,Frikitona - Single,single,"Plan B Feat. Trick Daddy, Trina & Lda - Frikitona New York City (Official Remix).wmv",rumbapumbamono,Spotify,0.947,0.874,-3.813,0.176,0.316,0.0,0.372,0.835,120.063,183.2,Happy/Energetic,144740,1987,52,104897502,0.014087,0.013728,3.1,2.349462366,0,0
970,Descemer Bueno,Nos Fuimos Lejos (feat. El Micha),Nos Fuimos Lejos (feat. El Micha),single,"Enrique Iglesias, Descemer Bueno - Nos Fuimos Lejos ft. El Micha (Official Video)",EnriqueIglesiasVEVO,Youtube,0.755,0.88,-3.003,0.0605,0.162,1.32e-05,0.132,0.812,94.022,209.4,Happy/Energetic,74561366,454542,12475,22876289,0.006264,0.006096,0.68,6.666666667,1,1
971,La Ley,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,Varios Artistas Latinos - EL Ultimo Adios,Catheleya R,Spotify,0.276,0.572,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,237.5,Angry/Intense,764832,5730,472,169769959,0.008109,0.007492,5.01,2.86,0,0
972,Dropkick Murphys,Rose Tattoo,SIGNED and SEALED in BLOOD,album,"Dropkick Murphys - ""Rose Tattoo"" (Video)",Dropkick Murphys,Youtube,0.323,0.912,-2.059,0.0425,0.0219,0.0,0.373,0.609,108.084,306.5,Happy/Energetic,176349439,622956,14550,125553354,0.003615,0.003533,3.71,2.445040214,1,1
973,K. J. Yesudas,Kattu Kuyilu,Thalapathi,album,0,0,Spotify,0.93,0.843,-9.512,0.0656,0.475,0.000452,0.099,0.755,123.319,329.8,Happy/Energetic,0,0,0,5010265,0.0,0.0,0.15,8.515151515,0,0
974,fun.,The Gambler,Aim and Ignite (Deluxe Version),album,fun. - The Gambler [AUDIO],nettwerkbackstage,Spotify,0.613,0.296,-7.571,0.0309,0.94,1.34e-06,0.109,0.46,99.934,251.3,Sad/Mellow,3910342,19411,1644,21126642,0.005384,0.004964,0.62,2.71559633,1,1
975,Joan Sebastian,Me Gustas,Secreto De Amor,album,Joan Sebastian - Me gustas,Jose Cabuyales,Spotify,0.572,0.433,-8.086,0.0294,0.554,7.37e-05,0.108,0.504,145.375,207.6,Calm/Positive,1262874,7090,158,189098423,0.005739,0.005614,5.58,4.009259259,0,0
976,Mika Singh,"Aankh Marey (From ""Simmba"")","Aankh Marey (From ""Simmba"")",single,"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",T-Series,Youtube,0.796,0.978,-1.266,0.0955,0.289,0.00254,0.346,0.8,129.999,212.7,Happy/Energetic,916982634,4160870,154872,46628697,0.004706,0.004538,1.38,2.826589595,1,1
977,Brad Paisley,Mud on the Tires,Mud On The Tires,album,Brad Paisley - Mud On The Tires,BRADPAISLEYVEVO,Spotify,0.445,0.744,-7.978,0.0424,0.343,6.73e-05,0.167,0.48,185.199,208.3,Angry/Intense,8957974,28989,1497,95439261,0.003403,0.003236,2.82,4.45508982,1,1
978,Mark Morrison,Return of the Mack - C&J Street Remix,Return of the Mack (#25ROTM Deluxe Edition),album,Mark Morrison - Return of the Mack (C&J Street Mix - HighQuality),grimpr,Spotify,0.784,0.728,-9.11,0.146,0.0179,0.00138,0.061,0.69,95.427,275.0,Happy/Energetic,2168849,16843,580,2503804,0.008033,0.007766,0.07,11.93442623,0,0
979,Kalash,Laptop,Tombolo,album,Kalash & Maureen - Laptop (Clip officiel),Kalash972,Youtube,0.949,0.485,-6.405,0.15,0.0863,0.038,0.122,0.353,102.48,167.6,Sad/Mellow,10015891,68328,1128,5636368,0.006935,0.006822,0.17,3.975409836,1,1
980,Alesso,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),single,Alesso & Marshmello - Chasing Stars ft. James Bay (Official Video),Alesso,Spotify,0.594,0.64,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,170.5,Angry/Intense,5668197,73899,1704,84763293,0.013338,0.013037,2.5,4.740740741,1,1
981,Becky Hill,Lose Control,Lose Control,single,"MEDUZA, Becky Hill, Goodboys - Lose Control (Official Video)",MeduzaVEVO,Spotify,0.598,0.526,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935,168.4,Happy/Energetic,114132916,1538466,20312,804323416,0.013658,0.01348,23.75,3.757142857,1,1
982,Oliver Heldens,LOW,LOW,single,"Oliver Heldens, Tchami, Anabel Englund - LOW (Official Video)",Oliver Heldens,Spotify,0.678,0.807,-5.965,0.0383,0.00155,0.00284,0.292,0.271,126.024,203.3,Angry/Intense,545038,15044,519,7711175,0.028554,0.027602,0.23,2.76369863,1,1
983,Abel Pintos,La Llave,Sueño Dorado,album,Abel Pintos - La Llave (Official Video),abelpintosVEVO,Youtube,0.596,0.497,-7.265,0.0301,0.21,0.0,0.358,0.298,128.014,260.4,Sad/Mellow,31290636,108350,2745,30478692,0.00355,0.003463,0.9,1.388268156,1,1
984,Savage Garden,All you need is love,Pavarotti & Friends for Cambodia and Tibet,album,Pavarotti & Friends (all artists 2000) - All you need is love (widescreen),Years Later,Youtube,0.418,0.936,-4.755,0.0668,0.123,0.0,0.945,0.429,111.558,255.7,Angry/Intense,102674,865,154,0,0.009925,0.008425,0.0,0.99047619,0,0
985,Niall Horan,Black And White,Heartbreak Weather,album,Niall Horan - Black And White (Official Video),NiallHoranVEVO,Spotify,0.443,0.582,-6.02,0.0482,0.0301,0.0,0.127,0.239,147.589,193.1,Angry/Intense,13774812,438505,16976,233449691,0.033066,0.031834,6.89,4.582677165,1,1
986,Lainey Wilson,Atta Girl,Bell Bottom Country,album,Lainey Wilson - Atta Girl (Visualizer),Lainey Wilson,Spotify,0.747,0.521,-7.439,0.0351,0.233,6.17e-05,0.101,0.673,141.983,206.7,Happy/Energetic,192671,3069,115,1922576,0.016526,0.015929,0.06,5.158415842,1,1
987,Kevin Kaarl,Si Supieras,Hasta el Fin Del Mundo,album,Kevin Kaarl - Si Supieras (Vídeo),IzønSud,Spotify,0.584,0.163,-15.421,0.0293,0.962,0.00235,0.0904,0.155,114.931,251.4,Sad/Mellow,23578,689,22,99659482,0.030155,0.029222,2.94,1.803097345,0,0
988,Eslabon Armado,Regresa Mami,"Tu Veneno Mortal, Vol. 2",album,Regresa Mami - (Video Con Letras) - Eslabon Armado - DEL Records 2021,DEL Records TV,Spotify,0.571,0.271,-12.231,0.0528,0.533,1.34e-06,0.0994,0.753,122.004,214.6,Calm/Positive,8429340,89984,620,66956275,0.010749,0.010675,1.98,2.726358149,1,1
989,C418,Wet Hands,Minecraft - Volume Alpha,album,Wet Hands,C418 - Topic,Spotify,0.616,0.035,-25.836,0.0432,0.996,0.939,0.0835,0.643,147.712,90.0,Calm/Positive,3650617,105153,2539,55009250,0.0295,0.028804,1.62,0.419161677,1,1
990,Kotim,Namora Aí,Namora Aí,single,MC Ryan SP e MC Daniel - Namora Aí (Video Clipe) Kotim,MC Ryan SP,Spotify,0.556,0.659,-0.845,0.0942,0.148,0.0,0.294,0.754,86.634,148.6,Happy/Energetic,25948434,288998,48916,28127738,0.013023,0.011137,0.83,2.241496599,1,1
991,Tchakabum,Tesouro de Pirata - Onda Onda,Tesouro de Pirata (Onda Onda),single,Tchakabum - Tesouro de Pirata (Onda Onda) - (VIDEOCLIPE OFICIAL),Tchakabum,Spotify,0.797,0.95,-0.577,0.186,0.367,7.46e-06,0.0457,0.75,95.029,191.1,Happy/Energetic,7031,154,12,2029473,0.02361,0.021903,0.06,20.78774617,0,1
992,Los Palmeras,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...,compilation,Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete /...,Daniel Cardozo - Topic,Spotify,0.519,0.79,-4.342,0.0503,0.23,3.97e-05,0.212,0.868,97.512,1330.2,Happy/Energetic,12545,160,0,27611531,0.012754,0.012754,0.82,3.726415094,1,1
993,Zion,More,La Fórmula,compilation,Zion and Ken-Y - More Ft. Jory (La Formula) [Official Video],Pina Records,Youtube,0.687,0.778,-6.623,0.101,0.209,0.0,0.117,0.865,172.047,240.7,Happy/Energetic,394878819,1232482,40793,164453482,0.003224,0.003121,4.86,6.64957265,1,1
994,Dybbukk,Another Love - (Slowed),Another Love (Slowed),single,Another Love - Slowed Version (Cover by Dybbukk),Dybbukk,Spotify,0.411,0.425,-14.486,0.0436,0.664,0.00165,0.113,0.0913,106.282,284.1,Sad/Mellow,540,19,0,20415617,0.035185,0.035185,0.6,3.761061947,1,1
995,Miky Woodz,Ganas Sobran,Cambio de Clima,album,Bryant Myers x Miky Woodz - Ganas Sobran ft. J Quiles (Official Music Video),Bryant Myers,Youtube,0.803,0.597,-4.144,0.127,0.369,0.0,0.0998,0.688,85.056,237.9,Happy/Energetic,143206559,883012,8660,91906468,0.006226,0.006166,2.71,5.981963928,1,1
996,11:11 Music Group,woo x I was never there (sped up),woo x I was never there (sped up),single,Woo x I Was Never There (Sped up),Muppet DJ - Topic,Spotify,0.363,0.707,-9.667,0.0562,0.252,0.00121,0.341,0.408,133.11,178.4,Angry/Intense,71714,2124,1,7432335,0.029632,0.029618,0.22,2.073313783,1,1
997,Tove Lo,Cool Girl,Lady Wood,album,Tove Lo - Cool Girl (Part of Fairy Dust),ToveLoVEVO,Spotify,0.674,0.694,-7.076,0.109,0.313,7.17e-06,0.0752,0.203,101.993,199.2,Angry/Intense,71133930,655321,14672,368206454,0.009419,0.009212,10.87,9.228723404,1,1
998,Nelly Furtado,Maneater,Loose,album,Nelly Furtado - Maneater (US Version) (Official Music Video),NellyFurtadoVEVO,Spotify,0.796,0.777,-4.81,0.0397,0.0261,0.000358,0.121,0.787,132.722,258.9,Happy/Energetic,114726796,591814,18201,400248405,0.005317,0.005158,11.82,6.421487603,1,1
999,Eagles,Peaceful Easy Feeling - 2013 Remaster,Eagles (2013 Remaster),album,Peaceful Easy Feeling (2013 Remaster),The Eagles - Topic,Spotify,0.568,0.634,-12.336,0.0282,0.494,0.00281,0.252,0.866,142.686,258.0,Happy/Energetic,1370511,19854,69,122011842,0.014537,0.014487,3.6,2.515873016,1,1
1000,Ella Henderson,I Go Dancing (feat. Ella Henderson),I Go Dancing (feat. Ella Henderson),single,Frank Walker - I Go Dancing ft. Ella Henderson,FrankWalkerVEVO,Spotify,0.571,0.797,-3.579,0.0513,0.193,1.02e-06,0.0752,0.392,109.889,162.5,Angry/Intense,106769,5223,84,955289,0.049705,0.048919,0.03,10.59840426,1,1
1001,Rae Sremmurd,Black Beatles,SremmLife 2 (Deluxe),album,Rae Sremmurd - Black Beatles ft. Gucci Mane (Official Video),RaeSremmurdVEVO,Youtube,0.794,0.632,-6.163,0.0649,0.142,0.0,0.128,0.355,145.926,291.9,Angry/Intense,917906981,7081299,216884,859496754,0.007951,0.007715,25.38,4.9375,1,1
1002,Phoenix,Alpha Zulu,Alpha Zulu,album,Phoenix - Alpha Zulu (Official Video),PhoenixVEVO,Spotify,0.724,0.7,-6.571,0.043,0.0535,0.108,0.0851,0.935,126.045,172.0,Happy/Energetic,1479139,19006,771,7521595,0.013371,0.012849,0.22,8.225616921,1,1
1003,Chelsea Cutler,Flare Guns,The Story of Us,album,Quinn XCII - Flare Guns ft. Chelsea Cutler (Official Video),QuinnXCIIVEVO,Spotify,0.812,0.472,-6.806,0.0603,0.26,0.0,0.285,0.457,92.951,240.0,Sad/Mellow,8312109,95882,2129,143716007,0.011791,0.011535,4.24,1.656140351,1,1
1004,Josh Turner,Would You Go With Me,Your Man,album,Josh Turner - Would You Go With Me (Official Music Video),JoshTurnerVEVO,Spotify,0.605,0.864,-5.365,0.0292,0.13,0.000827,0.113,0.736,122.918,228.2,Happy/Energetic,47999674,297019,9114,173712936,0.006378,0.006188,5.13,7.646017699,1,1
1005,Eddie Santiago,Jamás,30 Exitos Insuperables,album,JAMAS..EDDIE SANTIAGO,Jorge More C,Youtube,0.642,0.745,-6.953,0.0432,0.831,0.00256,0.0831,0.916,172.156,281.8,Happy/Energetic,39515,615,11,0,0.015842,0.015564,0.0,8.965102286,0,0
1006,Dolly Parton,Jolene,Jolene (Expanded Edition),album,Dolly Parton - Jolene [Official Music Video],Dolly Parton,Spotify,0.674,0.537,-10.971,0.0363,0.566,0.0,0.131,0.809,110.578,161.5,Happy/Energetic,395292,3224,204,466519830,0.008672,0.008156,13.78,4.099236641,0,1
1007,Mötley Crüe,Same Ol' Situation (S.O.S.),Dr. Feelgood (Deluxe Version),album,Mötley Crüe - Same Old Situation,MotleyCrueVEVO,Spotify,0.498,0.984,-3.296,0.128,0.0363,2.96e-05,0.11,0.258,139.71,254.0,Angry/Intense,19901510,99654,4073,58208312,0.005212,0.005007,1.72,8.945454545,1,1
1008,Kelly Rowland,Like This (feat. Eve),Ms. Kelly,album,Kelly Rowland - Like This (Video) ft. Eve,kellyrowlandVEVO,Spotify,0.668,0.723,-5.995,0.279,0.00183,0.0,0.0545,0.486,178.126,215.9,Angry/Intense,20013431,167836,4069,60071333,0.008589,0.008386,1.77,13.26605505,1,1
1009,Diana Ross,I'm Coming Out,Diana,album,Diana Ross - I'm Coming Out,Marinko,Spotify,0.72,0.828,-9.211,0.0462,0.185,0.429,0.0839,0.768,110.071,323.3,Happy/Energetic,13312587,100120,6204,224613047,0.007987,0.007521,6.63,9.868891538,0,0
1010,21 Savage,On BS,Her Loss,album,"21 Savage ft. Drake ""On BS"" (Music Video)",Rap Radio,Spotify,0.841,0.358,-8.368,0.591,0.0201,0.0,0.39,0.329,158.014,261.5,Sad/Mellow,213119,3427,120,100595022,0.016643,0.01608,2.97,0.917948718,0,0
1011,Ol' Dirty Bastard,Shimmy Shimmy Ya,Return to the 36 Chambers: The Dirty Version,album,Ol' Dirty Bastard - Shimmy Shimmy Ya (Official Video) [Explicit],UPROXX Video,Spotify,0.814,0.481,-5.183,0.245,0.097,3.83e-05,0.0495,0.193,96.252,161.4,Sad/Mellow,37420971,354650,11047,128068048,0.009773,0.009477,3.78,9.717171717,1,1
1012,Atif Aslam,Dil Diyan Gallan,YRF Top 10 - Falling in Love,album,"Dil Diyan Gallan Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Atif Aslam | Vishal & Shekhar",YRF,Youtube,0.717,0.64,-8.726,0.025,0.565,0.00139,0.127,0.485,105.021,260.5,Angry/Intense,743948623,3608702,157846,84413845,0.005063,0.004851,2.49,5.039370079,1,1
1013,Purple Disco Machine,Coma Cat - Purple Disco Machine Re-Work,Coma Cat (Purple Disco Machine Re-Work),single,Coma Cat (Purple Disco Machine Re-Work),Tensnake - Topic,Spotify,0.653,0.978,-4.868,0.0589,0.0151,0.714,0.309,0.756,122.017,208.5,Happy/Energetic,45858,772,2,3346785,0.016878,0.016835,0.1,3.165048544,1,1
1014,Bastille,Run Into Trouble,Run Into Trouble,single,Alok & Bastille - Run Into Trouble (Official Video),Alok,Spotify,0.621,0.885,-4.593,0.0415,0.265,0.0,0.0719,0.411,117.021,182.6,Angry/Intense,3394312,42228,855,22888543,0.012693,0.012441,0.68,12.30876217,0,1
1015,Pixies,Where Is My Mind? - Remastered,Surfer Rosa,album,Pixies - Where Is My Mind,i'm cyborg but that's ok,Spotify,0.519,0.441,-14.178,0.0353,0.0204,0.000453,0.076,0.25,81.334,235.0,Sad/Mellow,100043781,1571155,34635,618848440,0.016051,0.015705,18.27,5.802631579,0,0
1016,Matisse,Por Si Te Lo Preguntas,Así de Enamorados,album,Matisse - Por Si Te Lo Preguntas (Live Sessions),MatisseMXVEVO,Spotify,0.665,0.55,-5.597,0.0352,0.216,0.0,0.277,0.967,77.865,126.5,Happy/Energetic,689754,11016,161,3594760,0.016204,0.015971,0.11,1.985559567,1,1
1017,Benny Benassi,Satisfaction - Uk Radio Edit,Satisfaction (Benny Benassi Presents The Biz),single,Benny Benassi - Satisfaction,Ultra Records,Youtube,0.818,0.732,-4.253,0.209,0.0997,0.0389,0.074,0.37,130.063,143.9,Angry/Intense,110167764,1198527,40710,15411925,0.011249,0.010879,0.46,9.891891892,1,1
1018,CoComelon,Twinkle Twinkle Little Star,"CoComelon Kids Hits, Vol. 3",album,Twinkle Twinkle Little Star | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,Youtube,0.459,0.206,-9.694,0.0282,0.673,0.0,0.294,0.354,160.072,177.5,Sad/Mellow,48798376,170681,0,36916835,0.003498,0.003498,1.09,0.700680272,1,1
1019,I Prevail,Scars,Lifelines,album,I Prevail - Scars (Official Music Video),IPrevailBand,Spotify,0.505,0.964,-3.673,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021,229.8,Happy/Energetic,58394962,499067,11265,110472003,0.008739,0.008546,3.26,8.530973451,0,0
1020,The Killers,Somebody Told Me,Hot Fuss,album,The Killers - Somebody Told Me (Official Music Video),TheKillersVEVO,Spotify,0.497,0.97,-4.851,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,197.2,Happy/Energetic,202235570,1116572,28995,578122090,0.005665,0.005521,17.07,9.603960396,1,1
1021,Loud Luxury,Afterparty,Afterparty,single,Loud Luxury & Hook N Sling - Afterparty (Official Lyric Video),Armada Music TV,Spotify,0.753,0.836,-5.506,0.044,0.101,0.000896,0.118,0.661,121.95,160.8,Happy/Energetic,154288,1459,41,3754400,0.009722,0.009456,0.11,7.084745763,1,1
1022,Ñejo,Muy Feliz - Remix,Muy Feliz (Remix),single,Ñejo x Nicky Jam x Silvestre Dangond - Muy Feliz (Remix) [Official Video],Ñejo,Youtube,0.633,0.806,-5.42,0.0839,0.321,1.24e-05,0.111,0.65,97.528,231.9,Happy/Energetic,29634706,238471,5346,14364320,0.008227,0.008047,0.42,7.261261261,0,1
1023,Kishore Kumar,"Ek Ajnabee Haseena Se (From ""Ajanabee"")",The Enigma R. D. Burman,album,"Ek Ajnabee Haseena Se | 4K Video | Ajanabee | Rajesh Khanna, Zeenat Aman | Kishore Kumar | 90s Hits",Kishore Kumar,Spotify,0.355,0.451,-13.449,0.0387,0.985,0.324,0.692,0.706,97.939,266.6,Calm/Positive,1898997,18505,272,15827977,0.009888,0.009745,0.47,0.651734104,0,1
1024,Natasha Bedingfield,Love Like This (feat. Sean Kingston),Pocketful Of Sunshine,album,Natasha Bedingfield - Love Like This (Official Video) ft. Sean Kingston,NBedingfieldVEVO,Spotify,0.781,0.791,-3.903,0.0468,0.145,0.0,0.127,0.902,76.998,222.3,Happy/Energetic,28457398,123696,5045,40084435,0.004524,0.004347,1.18,6.228346457,1,1
1025,Placebo,Pure Morning,Without You I'm Nothing,album,Placebo - Pure Morning (Official Music Video),PLACEBO,Youtube,0.348,0.898,-6.835,0.0701,0.0367,3.73e-05,0.11,0.2,81.268,254.8,Angry/Intense,15797812,115526,3339,0,0.007524,0.007313,0.0,8.163636364,1,1
1026,Cardi B,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],single,Bruno Mars - Finesse (Remix) (feat. Cardi B) (Official Music Video),Bruno Mars,Youtube,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,217.3,Happy/Energetic,824918371,6106823,262938,683821801,0.007722,0.007403,20.19,39.95348837,1,1
1027,Paolo Nutini,Coming up Easy,Sunny Side Up,album,Paolo Nutini - Coming Up Easy (Official Video),Paolo Nutini,Spotify,0.616,0.563,-6.414,0.04,0.313,0.0,0.548,0.629,113.737,258.5,Happy/Energetic,10471827,26931,1283,34458441,0.002694,0.002572,1.02,1.027372263,1,1
